,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,MonthlyCharges,TotalCharges,TotalCharges_scaled,tenure_scaled,MonthlyCharges_scaled,Churn_encoded,PaymentMethod_encoded,tenure_years,long_contract,StreamingServices
0,5375.0,0.0,0,1.0,0.0,1,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,29.85,29.85,-0.9926105235902257,-1.2774445836787656,-1.1603229160349193,0.0,0.0,0.08333333333333333,0,0.0
1,3962.0,1.0,0,0.0,0.0,34,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,56.95,1889.5,-0.17216470898960817,0.06632741908223598,-0.2596289419448806,0.0,1.0,2.8333333333333335,1,0.0
2,2564.0,1.0,0,0.0,0.0,2,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,53.85,108.15,-0.9580659010627455,-1.2367242199587352,-0.3626603559551803,1.0,1.0,0.16666666666666666,0,0.0
3,5535.0,1.0,0,0.0,0.0,45,0.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,42.3,1840.75,-0.1936723762720431,0.5142514200025698,-0.7465354629935549,0.0,2.0,3.75,1,0.0
4,6511.0,0.0,0,0.0,0.0,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,70.7,151.65,-0.9388744441030343,-1.2367242199587352,0.19736523310080326,1.0,0.0,0.16666666666666666,0,0.0
5,6551.0,0.0,0,0.0,0.0,8,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,99.65,820.5,-0.6437892489880273,-0.9924020376385531,1.1595456961969886,1.0,0.0,0.6666666666666666,0,4.0
6,1002.0,1.0,0,0.0,1.0,22,1.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,89.1,1949.4,-0.14573785216462656,-0.4223169455581282,0.8089065291619363,0.0,3.0,1.8333333333333333,1,2.0
7,4770.0,0.0,0,0.0,0.0,10,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.75,301.9,-0.8725867105812734,-0.9109613101984924,-1.1636465100352518,0.0,1.0,0.8333333333333334,0,0.0
8,5604.0,0.0,0,1.0,0.0,28,1.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,104.8,3046.05,0.33808539553347106,-0.1779947632379461,1.330710787214099,1.0,0.0,2.3333333333333335,1,4.0
9,4534.0,1.0,0,0.0,1.0,62,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,56.15,3487.95,0.5330441272690194,1.2064976032430856,-0.28621769394753876,0.0,2.0,5.166666666666667,1,0.0
10,6871.0,1.0,0,1.0,1.0,13,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,49.95,587.45,-0.7466069281710316,-0.7888002190384014,-0.4922805219681379,0.0,1.0,1.0833333333333333,1,0.0
11,5288.0,1.0,0,0.0,0.0,16,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,18.95,326.8,-0.8616012559077836,-0.6666391278783103,-1.5225946620711341,0.0,3.0,1.3333333333333333,1,2.0
12,5751.0,1.0,0,1.0,0.0,58,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,100.35,5681.1,1.5006244452274227,1.0436161483629645,1.182810854199314,0.0,3.0,4.833333333333333,1,4.0
13,174.0,1.0,0,0.0,0.0,49,1.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,103.7,5036.3,1.2161496993050833,0.6771328748826912,1.2941512532104444,1.0,2.0,4.083333333333333,1,4.0
14,3615.0,1.0,0,0.0,0.0,25,1.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,105.5,2686.05,0.17925954483241316,-0.30015585439803716,1.3539759452164248,0.0,0.0,2.0833333333333335,1,4.0
15,2556.0,0.0,0,1.0,1.0,69,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,113.25,7895.15,2.4774254861848592,1.4915401492832983,1.611554480242174,0.0,3.0,5.75,1,4.0
16,5820.0,0.0,0,0.0,0.0,52,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,20.65,1022.95,-0.5544717671146129,0.7992939660427822,-1.4660935640654862,0.0,1.0,4.333333333333333,1,2.0
17,7019.0,1.0,0,0.0,1.0,71,1.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,106.7,7382.25,2.251142767227713,1.5729808767233588,1.393859073220412,0.0,2.0,5.916666666666667,1,4.0
18,2937.0,0.0,0,1.0,1.0,10,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,55.2,528.35,-0.7726808386611219,-0.9109613101984924,-0.31779183695069496,1.0,3.0,0.8333333333333334,0,0.0
19,2928.0,0.0,0,0.0,0.0,21,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,90.05,1862.9,-0.18390017462474187,-0.46303730927815856,0.8404806721650927,0.0,0.0,1.75,1,2.0
20,6207.0,1.0,1,0.0,0.0,1,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,39.65,39.65,-0.988286930987808,-1.2774445836787656,-0.8346107040023594,1.0,0.0,0.08333333333333333,0,2.0
21,1141.0,1.0,0,1.0,0.0,12,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,19.8,202.25,-0.9165505884211634,-0.8295205827584317,-1.4943441130683104,0.0,2.0,1.0,1,2.0
22,723.0,1.0,0,0.0,0.0,1,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,20.15,20.15,-0.9968899979007819,-1.2774445836787656,-1.4827115340671475,1.0,1.0,0.08333333333333333,0,2.0
23,2541.0,0.0,0,1.0,0.0,58,1.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,59.9,3505.1,0.5406104143232504,1.0436161483629645,-0.1615829189350795,0.0,3.0,4.833333333333333,1,0.0
24,4479.0,1.0,0,1.0,1.0,49,1.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,59.6,2970.3,0.3046657894484568,0.6771328748826912,-0.17155370093607614,0.0,3.0,4.083333333333333,1,0.0
25,4873.0,0.0,0,0.0,0.0,30,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,55.3,1530.6,-0.33050525848019063,-0.0965540357978854,-0.31446824295036285,0.0,2.0,2.5,1,0.0
26,4584.0,1.0,0,1.0,1.0,47,1.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,99.35,4749.15,1.0894640242250588,0.5956921474426305,1.1495749141959914,1.0,0.0,3.9166666666666665,1,4.0
27,6119.0,1.0,0,1.0,1.0,1,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,30.2,30.2,-0.9924561095687108,-1.2774445836787656,-1.1486903370337564,1.0,0.0,0.08333333333333333,0,0.0
28,3733.0,1.0,0,1.0,0.0,72,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,90.25,6369.45,1.8043127072554035,1.6137012404433893,0.8471278601657574,0.0,3.0,6.0,1,4.0
29,6199.0,0.0,0,0.0,1.0,17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,64.7,1093.1,-0.5235227853738373,-0.62591876415828,-0.0020504069191315333,1.0,1.0,1.4166666666666667,1,4.0
30,2700.0,0.0,1,1.0,0.0,71,1.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,96.35,6766.95,1.9796829174044883,1.5729808767233588,1.0498670941860242,0.0,3.0,5.916666666666667,1,0.0
31,3481.0,1.0,1,1.0,0.0,2,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,95.5,181.65,-0.9256389565446128,-1.2367242199587352,1.0216165451832002,0.0,3.0,0.16666666666666666,0,4.0
32,4844.0,0.0,0,1.0,1.0,27,1.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,66.15,1874.45,-0.1788045119147496,-0.21871512695797646,0.046141706085686136,0.0,1.0,2.25,1,0.0
33,5194.0,1.0,0,0.0,0.0,1,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,20.2,20.2,-0.9968679387548512,-1.2774445836787656,-1.481049737066981,0.0,2.0,0.08333333333333333,0,2.0
34,2384.0,1.0,1,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.25,45.25,-0.9858163066435692,-1.2774445836787656,-0.6484894399837535,0.0,2.0,0.08333333333333333,0,0.0
35,4423.0,0.0,0,1.0,1.0,72,1.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,99.9,7251.7,2.193546337202649,1.6137012404433893,1.1678546811978192,0.0,2.0,6.0,1,2.0
36,4292.0,1.0,0,0.0,0.0,5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,69.7,316.9,-0.8659689668020626,-1.1145631287986442,0.16412929309748078,1.0,0.0,0.4166666666666667,0,0.0
37,4656.0,0.0,0,0.0,0.0,46,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,74.8,3548.3,0.5596695164073775,0.5549717837226001,0.33363258711442517,0.0,3.0,3.8333333333333335,1,0.0
38,3828.0,1.0,0,0.0,0.0,34,1.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,106.35,3549.25,0.5600886401800608,0.06632741908223598,1.3822264942192488,1.0,0.0,2.8333333333333335,1,4.0
39,5803.0,0.0,0,0.0,0.0,11,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,97.85,1105.4,-0.5180962354748845,-0.8702409464784621,1.099721004191008,1.0,2.0,0.9166666666666666,0,4.0
